Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Votes
Support Request,JRACLOUD-43735,768412,JIRA is crashing together with Stash,,mail368,Low,Closed,Handled by Support,06/Jun/2015 8:24 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34520,729317,Jira not available in browser after start.,,iberlov,Low,Closed,Handled by Support,27/Aug/2013 1:12 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37712,728502,All of our issues have disappeared,,martin.owen,Low,Closed,Support Request,28/Mar/2014 7:58 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-38071,770746,LDAP issue,,davidv2,Low,Closed,Support Request,28/Apr/2014 9:18 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-39682,768383,"""Assignee"" and ""reporter"" pickers in issue search expose user data",,matt55,Low,Closed,Answered,26/Aug/2014 12:08 AM,15/Aug/2019 5:33 AM,1
Support Request,JRACLOUD-32609,768336,"Jira ""create issues and comments from emails"" mail handler no longer appends the FROM address",,it.nat,Low,Closed,Handled by Support,16/Apr/2013 4:07 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-33512,768323,Upgrade from 5.x to 6.0 java.lang.NullPointerException,,ugur.arpaci1,Low,Closed,Handled by Support,16/Jun/2013 4:56 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37332,732297,Can't configure columns in Queues in Service desk,,wendy.thorneloe,Low,Closed,Support Request,04/Mar/2014 1:50 PM,15/Aug/2019 5:33 AM,1
Support Request,JRACLOUD-34312,727854,JIRA Comment Time Not Matching Server Time,,chipw,Low,Closed,Support Request,14/Aug/2013 6:40 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-38025,770736,Authentication Error integrating with ZenDesk,,gerald.ko,Low,Closed,Support Request,24/Apr/2014 5:33 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-31637,729381,account to login issue with multiple accounts,,astro_sk,Low,Closed,Handled by Support,11/Feb/2013 1:55 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-31682,726304,Issue count increasing only in one project every day,,i.mikhailov,Low,Closed,Handled by Support,14/Feb/2013 6:38 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-32642,727007,Error importing data: Table 'AO_60DB71_RANK_ISSUE_LINK' does not have the identity property,,eliza.xu,Low,Closed,Handled by Support,17/Apr/2013 1:18 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36797,726974,jiralocked error,,ruben9,Low,Closed,Support Request,31/Jan/2014 9:47 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36811,726975,Atlassian service upselling showing up everytime I submit an issue - many of which we have,,mark63,Low,Closed,Support Request,02/Feb/2014 12:56 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36788,726949,Supported IE versions - Jira 6.0.8,,caroline.lindh,Low,Closed,Answered,30/Jan/2014 8:02 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36778,726943,Polish language doesn't work,,webdesign,Low,Closed,Answered,30/Jan/2014 8:41 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36718,726807,Anonymous Users can transition issues even though they cannot edit issues,,ngiven2,Low,Closed,Support Request,24/Jan/2014 9:54 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36641,726794,Sorting custom fields crashs JIRA,,andreas.merkle,Low,Closed,Support Request,21/Jan/2014 4:13 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-32345,726747,Some time 'reported by me filter' is not showing the issues created by the actual user.,,bb_maruthi,Low,Closed,Handled by Support,27/Mar/2013 9:44 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-31595,727645,sent mail is appear,,vikastestengineer1984@gmail.com,Low,Closed,Handled by Support,07/Feb/2013 3:53 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-32620,726721,Post-Functions Appear Duplicated,,buchanans,Low,Closed,Handled by Support,16/Apr/2013 3:27 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36648,726673,Login failure with internal JIRA user,,moniquebm,Low,Closed,Support Request,21/Jan/2014 7:32 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-38196,762857,"Unable to choose custom fields using ""Configure Fields"" when editing an issue and utilize a modified Screen Layout",,simon.marles,Low,Closed,Support Request,07/May/2014 3:02 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-38479,726631,The Issue can not be created from the email without a subject,,drubtsov,Low,Closed,Answered,23/May/2014 12:18 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37357,726623,Error converting XML to workflow descriptor.: root cause: The entity name must immediately follow the '&' in the entity reference.,,dani1,Low,Closed,Support Request,05/Mar/2014 5:17 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37566,728572,"Unable to use field ""issuelinks""",,marcjason.mutuc,Low,Closed,Support Request,20/Mar/2014 8:19 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37472,726435,single mail for two different updates on the same ticket,,asif_khan,Low,Closed,Support Request,13/Mar/2014 1:19 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-30675,729557,Filters get lost on upgrading to a new Jira-version ,,cmk,Low,Closed,Handled by Support,22/Nov/2012 2:18 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37586,762810,Atlassian Activity Module Plugin Crashes due to lack of Maintenance,,nhearn,Low,Closed,Support Request,21/Mar/2014 8:52 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37613,762804,No mail notification to self on create issue.,,jvisser3,Low,Closed,Resolved Locally,24/Mar/2014 9:30 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-33198,726988,Jira 6 IE9 displays incorrectly and sometimes not at all,,j.webber@irl.cri.nz,Low,Closed,Support Request,22/May/2013 10:57 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37183,726300,Attaching sceenshot through More Actions tab redirects me to oracle page.,,kundankumar10,Low,Closed,Support Request,25/Feb/2014 4:01 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34940,726298,data lost ,,514141178,Low,Closed,Support Request,22/Sep/2013 3:06 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37180,726291,Jira Migration Issue,,jaydip.p,Low,Closed,Support Request,25/Feb/2014 2:26 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36495,726270,JS error when click on ticket in filter view,,kristian.faeldt,Low,Closed,Support Request,14/Jan/2014 3:17 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37119,726257,Loading screen takes forever while editing profile,,harveyleung,Low,Closed,Support Request,20/Feb/2014 1:44 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36566,726089,When upgrading jira from 3.13.5 to 4.4.5 error occurred when parsing your installation dir,,tony.stone1,Low,Closed,Duplicate,16/Jan/2014 3:55 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36398,726088,Statuses still show as icons instead of lozenges,,smackie@atlassian.com,Low,Closed,Support Request,07/Jan/2014 1:35 PM,15/Aug/2019 5:33 AM,1
Support Request,JRACLOUD-37971,725944,I couldn't save an Avatar image.,,ncornell,Low,Closed,Support Request,21/Apr/2014 5:32 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37972,725945,Jira crashed while trying to upgrade Jira Agile.,,ffrayman,Low,Closed,Support Request,21/Apr/2014 5:48 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37191,725925,Status in Issue Navigator different from status in issue,,matt.doar,Low,Closed,Answered,26/Feb/2014 12:25 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37211,725913,Commit Tabs When Viewing Jira Issue,,operations7,Low,Closed,Support Request,26/Feb/2014 9:41 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-32366,725850,not longer possible to resolve issue and enter reason,,tnewman,Low,Closed,Handled by Support,28/Mar/2013 3:07 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36677,726778,Active directory synchronization lost after restart,,m.gonzalez,Low,Closed,Resolved Locally,23/Jan/2014 10:55 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36090,762666,Migracion Jira,,acetina,Low,Closed,Support Request,05/Dec/2013 9:18 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37969,770693,Unable to log into JIRA without Confluence Access,,rich15,Low,Closed,Support Request,21/Apr/2014 5:05 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36460,725642,Activity Stream not updating on dashboard,,pnichols104,Low,Closed,Support Request,10/Jan/2014 4:42 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-35443,770686,Error when trying to trigger bamboo build from Jira webhook,,sebastien.delcoigne,Low,Closed,Support Request,22/Oct/2013 8:36 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36461,770670,Various Symbols in JIRA Web Interface displayes as unknown Unicode characters,,norbert.nemec,Low,Closed,Support Request,10/Jan/2014 4:48 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-32554,730952,Plugin Usage In Jira,,kbrown,Low,Closed,Handled by Support,11/Apr/2013 7:19 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36031,770666,Detail View in Issue Navigator in JIRA 6/0.8 is loading non stop,,collab-admin,Low,Closed,Support Request,02/Dec/2013 11:24 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36491,770664,Assignee doesn't get posted during Create Issue,,patty.boskin2,Low,Closed,Resolved Locally,13/Jan/2014 7:07 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36586,770658,"Fixed Version, Affected Version and Components fields in Issue View are not working as in Edit Issue View",,jens.hofmann,Low,Closed,Support Request,17/Jan/2014 10:51 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36848,770646,Transitioning to Status = Resolved allows Resolution = unresolved,,chad9,Low,Closed,Support Request,04/Feb/2014 7:21 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37078,725577,Jira OnDemand Comment required validator for workflow transitions always errors,,richard.yi,Low,Closed,Support Request,18/Feb/2014 11:39 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36496,770629,Can't received email / can't debug,,admin313,Low,Closed,Support Request,14/Jan/2014 3:50 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-35992,770628,JIRA (6.0.5) Start up Failed,,vsaindane1,Low,Closed,Support Request,27/Nov/2013 1:16 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37099,725542,"""Create Subtask"" action in dash board not working",,sonya_shen,Low,Closed,Support Request,19/Feb/2014 5:45 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36634,770622,"""Keep Me Logged In"" doesn't work when viewing tickets from exported sprint",,s.allcock,Low,Closed,Support Request,21/Jan/2014 11:50 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36047,770618,"Indentifiy the anonymous users defined in hidden ""Reporter"" field""",,betule,Low,Closed,Support Request,03/Dec/2013 12:18 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37103,725511,An error occurred while rendering an email message.,,quackenbusht,Low,Closed,Support Request,19/Feb/2014 9:22 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37086,725526,Jira no notification,,cesar.salvado,Low,Closed,Support Request,19/Feb/2014 11:57 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36590,770605,Zendesk ticket mapping,,jasons,Low,Closed,Support Request,17/Jan/2014 2:00 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-35432,770604,Cannot see issue attachments after performed an upgrade,,hvillagomez,Low,Closed,Support Request,21/Oct/2013 6:52 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37062,725415, From: field address is not appended at the end of the issue's Description,,markus.vogel,Low,Closed,Support Request,18/Feb/2014 9:38 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36363,725374,A story without a sub-task appears as sub-task:,,lisaw,Low,Closed,Support Request,03/Jan/2014 11:20 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36352,725351,Cannot remove Epic Name field from Requirement issue  ,,dorona,Low,Closed,Support Request,03/Jan/2014 9:10 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34883,770570,config.sh fails with error no JRE_HOME or JAVA_HOME set,,rich01,Low,Closed,Support Request,17/Sep/2013 4:34 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37942,727480,Gadgets will not parse,,greg.mcallister,Low,Closed,Support Request,17/Apr/2014 5:20 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37016,725309,assigned to me does not display my issues,,jvormeer,Low,Closed,Support Request,14/Feb/2014 2:57 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-38045,725284,Strikethough appears on Jira Agile after I update a new issue which is not resolved,,kim.zvik,Low,Closed,Support Request,19/Apr/2014 2:00 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36402,725275,Unable to move issue to a different project,,dan.graetzer,Low,Closed,Support Request,07/Jan/2014 4:59 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-35115,770564,Jira. Not expected pop up about Jira glitch and impossibility to reach the server,,linuz,Low,Closed,Support Request,01/Oct/2013 4:21 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-28498,727395,Set Issue Type - Sub-task default - not working,,rickatlasso,Low,Closed,Handled by Support,06/Jun/2012 11:41 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37470,727352,"""disable notification checkbox""",,asif_khan,Low,Closed,Support Request,13/Mar/2014 1:11 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37466,727353,New User Email confirmations are not firing from our Instance,,nilesh.chohan,Low,Closed,Support Request,13/Mar/2014 10:17 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34377,729252,Unable to use confluence page gadget in jira,,andrew.marick,Low,Closed,Support Request,19/Aug/2013 6:21 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34416,726331,Nothing happens when pressing 'Confirm' to upload a Profile Picture in JIRA,,servicedesk2,Low,Closed,Support Request,21/Aug/2013 7:10 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34280,735052,I have problems with the translation of custom fields,,durdy48,Low,Closed,Support Request,13/Aug/2013 2:16 PM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-37214,725922,Our Instance is SUPER Slow,,bdunwood,Low,Closed,Support Request,27/Feb/2014 12:48 AM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-37083,725584,Error on Table Audit_Log during update from 6.1.7 to 6.2,,ciliafred,Low,Closed,Handled by Support,19/Feb/2014 9:34 AM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-34757,767017,ClassCastException during indexing,,mhammel,Low,Closed,Support Request,11/Sep/2013 2:19 PM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-35647,743424,IE 8 Issues when opening issues in JIRA ,,alan.stephenson,Low,Closed,Support Request,04/Nov/2013 11:16 PM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-37485,767303,JIRA issue Macro and JIRA chart Macro should be available for confluence Users without a JIRA account,,elvir.dln,Low,Closed,Support Request,14/Mar/2014 9:14 AM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-37757,745586,Removing Watchers,,moakley2,Low,Closed,Support Request,02/Apr/2014 5:10 PM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-32319,745061,integration with other tools,,jefferson.alves,Low,Closed,Handled by Support,26/Mar/2013 7:58 PM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-37678,745030,Column Settings Not Saved in Issue Navigator,,rgorski,Low,Closed,Support Request,27/Mar/2014 1:37 AM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-32932,726264,"Jira Issue Collector : The ""submit"" button and ""close"" buttons are not visible when feedback dialog loads",,senthilkumar.sp,Low,Closed,Handled by Support,02/May/2013 10:45 AM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-37354,747952,JIRA OnDemand still not receiving commit messages from Bitbucket,,mkauffman,Low,Closed,Support Request,05/Mar/2014 4:24 PM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-30225,767232,Notification emails are not being sent for Completed or Resolved issues.,,kutztowncowboy,Low,Closed,Handled by Support,23/Oct/2012 6:59 PM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-36084,767199,JQL Operator predicates not picking up the correct dates- seems as if dates are not been evaluated correctly.,,ctomlinson1,Low,Closed,Not a bug,05/Dec/2013 3:25 PM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-34587,767041,500 Internal Error when a webhook URL that contains a port specification is triggered,,rl_ted,Low,Closed,Support Request,30/Aug/2013 6:49 PM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-29714,767969,"""Failed to find UserTransaction"" errors in catalina.out",,jawahar@kidshealth.org,Low,Closed,Resolved Locally,13/Sep/2012 8:01 PM,19/Sep/2018 4:52 AM,0
Support Request,JRACLOUD-27282,746894,Activity Streams unable to combine Jira & Bamboo Streams/Feeds,,anthroprose,Low,Closed,Handled by Support,25/Feb/2012 12:50 AM,19/Sep/2018 4:24 AM,0
Support Request,JRACLOUD-26352,768135,Streams Activity Provider,mchin,agalati@kc.rr.com,Low,Closed,Handled by Support,22/Nov/2011 1:35 PM,19/Sep/2018 4:24 AM,0
Support Request,JRACLOUD-27275,729194,When cloning a transition doesn't update the title that appears in transition button,,tsol,Low,Closed,Handled by Support,24/Feb/2012 1:36 PM,14/Sep/2018 5:26 AM,0
Support Request,JRACLOUD-27958,749604,"""NetConnection.Call.Failed: HTTP: Status 500"" when try design workflow in IE",,denigor,Low,Closed,Handled by Support,24/Apr/2012 10:02 AM,14/Sep/2018 5:26 AM,0
Support Request,JRACLOUD-19482,758594,Error when exporting data to Excel,dalonso,andrewd,Low,Closed,Won't Do,20/Oct/2009 7:18 PM,11/Sep/2018 7:14 AM,0
Support Request,JRACLOUD-37784,764214,Collector creates non-contiguous issues,,steve.f.thompson+atlassian,Low,Closed,Handled by Support,03/Apr/2014 7:29 PM,11/Sep/2018 5:43 AM,0
Support Request,JRACLOUD-32693,740477,Issue Collection Default Security Setting,,necromnius,Low,Closed,Handled by Support,19/Apr/2013 10:52 PM,11/Sep/2018 5:43 AM,0
Support Request,JRACLOUD-29549,726065,User mentions don't expand to show full display names,,boutcher,Low,Closed,Handled by Support,30/Aug/2012 10:36 AM,11/Sep/2018 5:39 AM,0
Support Request,JRACLOUD-26173,729529,After setting default language to German logging out does not work anymore,mchin,yseifermann,Low,Closed,Invalid,07/Nov/2011 2:53 PM,10/Sep/2018 6:06 AM,0
Support Request,JRACLOUD-30579,729949,Error parsing utf characters,,imacdonald,Low,Closed,Handled by Support,15/Nov/2012 10:32 PM,10/Sep/2018 6:02 AM,0
Support Request,JRACLOUD-39709,762197,401 Unauthorized when trying to access JIRA OnDemand REST API,,pstokuc,Low,Closed,Answered,27/Aug/2014 6:12 AM,26/Apr/2017 1:50 PM,0
Support Request,JRACLOUD-43594,746794,Transition with validator on issues having active and completed throws error,,sylaw,Low,Closed,Fixed,29/May/2015 10:18 PM,02/Apr/2017 11:00 AM,0
Support Request,JRACLOUD-37635,744869,WikiStyle Renderer Mode for custom fields doesn't work,,wilfried.nickl,Low,Closed,Handled by Support,25/Mar/2014 9:36 AM,02/Apr/2017 10:38 AM,0
Support Request,JRACLOUD-35931,735277,Error trying to link Jira and Confluence,,bhawley,Low,Closed,Support Request,23/Nov/2013 1:13 AM,02/Apr/2017 10:32 AM,0
Support Request,JRACLOUD-35404,727862,please see description,,endale,Low,Closed,Support Request,18/Oct/2013 10:42 PM,02/Apr/2017 10:30 AM,0
Support Request,JRACLOUD-35402,735647,"Settings from ""assigned to me"" are in chinese",,oleksandr.semitko,Low,Closed,Support Request,18/Oct/2013 7:27 AM,02/Apr/2017 10:30 AM,0
Support Request,JRACLOUD-35380,735841,Notice of registration of the request is not sent to the author,,v.sapegin,Low,Closed,Answered,18/Oct/2013 6:07 AM,02/Apr/2017 10:29 AM,0
Support Request,JRACLOUD-35337,725263,I cannot see upcoming sprints in Team calendar of type 'JIRA agile Sprints',,erwin.saegesser@nis.ch,Low,Closed,Support Request,16/Oct/2013 3:39 AM,02/Apr/2017 10:29 AM,0
Support Request,JRACLOUD-35319,734774,Issue with Activity stream gadget,,ivan.godar,Low,Closed,Support Request,15/Oct/2013 7:17 AM,02/Apr/2017 10:29 AM,0
Support Request,JRACLOUD-35283,738079,Email notifications are being sent for old updates,,aaron13,Low,Closed,Support Request,12/Oct/2013 7:22 PM,02/Apr/2017 10:29 AM,0
Support Request,JRACLOUD-35268,731811,"JIRA.  Issue.  ""All"" section on Activity area never loaded",,sevenfourk,Low,Closed,Tracked Elsewhere,11/Oct/2013 11:40 AM,02/Apr/2017 10:29 AM,0
Support Request,JRACLOUD-35191,734651,multi records for one entry in cwd_user_atttributes pf JIRA DB,,yszhang,Low,Closed,Support Request,07/Oct/2013 4:26 PM,02/Apr/2017 10:29 AM,0
Support Request,JRACLOUD-35147,732520,All active directory groups being displayed,,rich01,Low,Closed,Support Request,03/Oct/2013 2:48 PM,02/Apr/2017 10:29 AM,0
Support Request,JRACLOUD-34670,737097,Forgot your Password E-Mail does not work,,e.bernich,Low,Closed,Support Request,05/Sep/2013 3:11 PM,02/Apr/2017 10:27 AM,0
Support Request,JRACLOUD-34459,726672,Set default sub-task issue type - how to?,,tamas.szitnyai,Low,Closed,Support Request,22/Aug/2013 3:02 PM,02/Apr/2017 10:26 AM,0
Support Request,JRACLOUD-32961,744472,Cannot see available workflows when editing a projects workflow,,hugo.korwaser@ametek.co.uk,Low,Closed,Handled by Support,07/May/2013 11:26 AM,02/Apr/2017 10:20 AM,0
Support Request,JRACLOUD-32901,747251,XMLEscapeUtil fails with nullpointerexception on XML Import,,brads,Low,Closed,Handled by Support,02/May/2013 8:29 PM,02/Apr/2017 10:20 AM,0
Support Request,JRACLOUD-32526,731051,JIRA screen enhancement,,admins6,Low,Closed,Handled by Support,10/Apr/2013 4:20 PM,02/Apr/2017 10:19 AM,0
Support Request,JRACLOUD-32484,736989,JavaScript error,,v.rafinia,Low,Closed,Handled by Support,08/Apr/2013 10:47 AM,02/Apr/2017 10:19 AM,0
Support Request,JRACLOUD-32461,767716,"Excel export from Issue Navigator is crashing when JQL request was containing customfield name with ""é"" character",,clement.capiaux@valiantys.com,Low,Closed,Handled by Support,05/Apr/2013 3:16 PM,02/Apr/2017 10:18 AM,0
Support Request,JRACLOUD-32397,746081,Problems with Google Apps,,contacto,Low,Closed,Fixed,02/Apr/2013 6:17 AM,02/Apr/2017 10:18 AM,0
Support Request,JRACLOUD-32312,735885,How to configurate email subject,,vladimir1,Low,Closed,Handled by Support,26/Mar/2013 5:38 PM,02/Apr/2017 10:18 AM,0
Support Request,JRACLOUD-32239,726566,Can't save special polish  characters like ćńś,,szymon.kluba,Low,Closed,Handled by Support,21/Mar/2013 2:56 PM,02/Apr/2017 10:18 AM,0
Support Request,JRACLOUD-32238,767004,"For Issue Type Migration, ""Inactive"" Users presents error ""The reporter does not have permission to create issue""",,janderson1,Low,Closed,Handled by Support,21/Mar/2013 2:55 PM,02/Apr/2017 10:18 AM,0
Support Request,JRACLOUD-32233,754812,"""you did not enter a valid date"" error message when picking a date by datepicker (due date) but format is right and the date settings are untouched. locale has been untouched also.",,alessio.fimognari,Low,Closed,Handled by Support,21/Mar/2013 1:04 PM,02/Apr/2017 10:18 AM,0
Support Request,JRACLOUD-32153,744125,Basic Search does not provide pop-up for criteria selection,,nathan6,Low,Closed,Handled by Support,18/Mar/2013 4:29 PM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-32152,727209,The documentation for the different resolutions has an incorrect resolution type,,jira24,Low,Closed,Handled by Support,18/Mar/2013 4:02 PM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-32149,768222,Error on one of the Dashboard Filters after upgrade to 5.2.7,,cpark,Low,Closed,Handled by Support,18/Mar/2013 1:47 PM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-32126,768049,404 JIRA plugins manager deleted himself.,,edu.nuri,Low,Closed,Handled by Support,15/Mar/2013 7:15 AM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-32109,726892,Base url of Confluence not used when linking a page to a Jira issue,,d.dam,Low,Closed,Handled by Support,14/Mar/2013 12:51 PM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-32097,738388,"On my ondemand Jira instance, Log out confirmation is set to NEVER, but it is still asking me to confirm the log out intention.",,afin,Low,Closed,Handled by Support,14/Mar/2013 12:23 AM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-32061,729831,"""Create or Comment Handler"" ignore Default Assignee",,denigor,Low,Closed,Handled by Support,12/Mar/2013 9:09 AM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-32060,746404,Customizing Email templates,,vinit.swar,Low,Closed,Handled by Support,12/Mar/2013 4:45 AM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-32055,726896,Issues with labels acting like they have none in search and summary view,,marshall.alexander,Low,Closed,Handled by Support,11/Mar/2013 8:22 PM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-32037,731487,adding new user,,sarita_srinu,Low,Closed,Handled by Support,10/Mar/2013 7:08 AM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-32022,728597,Since Universal Plugin Manager Update to 2.9 Zephyr licence is not reconized,,nicolas.belland,Low,Closed,Handled by Support,08/Mar/2013 7:58 AM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-31988,740497,JIRA integration with Active Directory,,schowdhary1,Low,Closed,Handled by Support,06/Mar/2013 7:36 PM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-31941,744069,Mentions not working,,tdimmig,Low,Closed,Handled by Support,04/Mar/2013 9:55 PM,02/Apr/2017 10:16 AM,0
Support Request,JRACLOUD-31919,742192,Group assignment of user is corrupt,,doppler,Low,Closed,Handled by Support,01/Mar/2013 3:59 PM,02/Apr/2017 10:16 AM,0
Support Request,JRACLOUD-31814,732281,Changing the Reporter Field,,stuart.wilson,Low,Closed,Handled by Support,22/Feb/2013 4:27 PM,02/Apr/2017 10:16 AM,0
Support Request,JRACLOUD-31732,739846,Can we bring data internal to HP but keep the software on-demand?,,patelkaushal,Low,Closed,Handled by Support,17/Feb/2013 4:04 AM,02/Apr/2017 10:16 AM,0
Support Request,JRACLOUD-31710,743488,"Some user getting ""The JIRA server could not be contacted. This may be a temporary glitch or the server may be down"" when remotely accessed",,shyjup,Low,Closed,Handled by Support,15/Feb/2013 6:58 AM,02/Apr/2017 10:15 AM,0
Support Request,JRACLOUD-31696,725488,"Date Started in Resolve-Screen should be set to Time, the Issue was set to ""In Progress"" the first time.",,frejos,Low,Closed,Handled by Support,14/Feb/2013 5:07 PM,02/Apr/2017 10:15 AM,0
Support Request,JRACLOUD-31668,738049,Add More Gadgets into Dashboard.,,jirasupport,Low,Closed,Handled by Support,13/Feb/2013 6:29 AM,02/Apr/2017 10:15 AM,0
Support Request,JRACLOUD-31639,729857,Warning in startup logs about LDAP not being configured,,kuekuune,Low,Closed,Handled by Support,11/Feb/2013 2:55 PM,02/Apr/2017 10:15 AM,0
